Occupational structure in rural Uttar Pradesh: what changes the recent NSSO show?	https://www.cabdirect.org/cabdirect/abstract/20163389278
Lysozyme levels in haemolymph of worker bees (Apis mellifera L.) from bee colonies with different degree of expression of hygienic behaviour.	https://www.cabdirect.org/cabdirect/abstract/20163347708
Factors affecting job performance of veterinary surgeons in Haryana.	https://www.cabdirect.org/cabdirect/abstract/20163035736
"An empirical study of the dynamic relationship among positive psychological capital, work engagement and job performance-based on the perspective of mentoring …"	https://www.cabdirect.org/cabdirect/abstract/20193451997
A survey on occupational injuries in tree climbing in Italy.	https://www.cabdirect.org/cabdirect/abstract/20173257479
Development of a scale to measure the job perception of teachers working in State Agricultural Universities.	https://www.cabdirect.org/cabdirect/abstract/20163364387
The effect of occupational commitment levels on intention to leave occupation of professional tour guides.	https://www.cabdirect.org/cabdirect/abstract/20210021645
Professional athletes and occupational health: a gender perspective.	https://www.cabdirect.org/cabdirect/abstract/20193097153
"Job satisfaction of teachers in horticulture college, Arabhavi."	https://www.cabdirect.org/cabdirect/abstract/20163136096
"Organizational commitment and job satisfaction: a case of Soccsksargen, Philippines lodging employees."	https://www.cabdirect.org/cabdirect/abstract/20203318052
Job satisfaction of women workers toward MGNREGA.	https://www.cabdirect.org/cabdirect/abstract/20183229990
The influence of perception of talent management on organizational adaptability and intention to leave job in tourism operations.	https://www.cabdirect.org/cabdirect/abstract/20183064328
A cluster and discriminant analysis of sub-sectors of manufacturing based on the occupational accident statistics.	https://www.cabdirect.org/cabdirect/abstract/20163231803
Occupational dermatoses from colophony exposure.	https://www.cabdirect.org/cabdirect/abstract/20153163993
The job satisfaction perceived by internship of tourism high school students and its' likely effects on their career expectation.	https://www.cabdirect.org/cabdirect/abstract/20183064327
"The influence of organizational value, organizational commitment on job performance: the discussion of post 90s."	https://www.cabdirect.org/cabdirect/abstract/20173339971
Worker policing and ultrastructure of egg surface in Apis cerana cerana.	https://www.cabdirect.org/cabdirect/abstract/20183172991
"Organizational citizenship behavior and job satisfaction within hosting sector employees in Zacatecas, México."	https://www.cabdirect.org/cabdirect/abstract/20203233884
Explanation of Psychological Capital effects on improvement of farmers' job satisfaction of the Ardabil County.	https://www.cabdirect.org/cabdirect/abstract/20183102429
Present status and occupational organization structures of freshwater fisheries cooperatives operated in the Marmara Region.	https://www.cabdirect.org/cabdirect/abstract/20153420692
Occupational and environmental health hazards of women workers in cashew nut industries.	https://www.cabdirect.org/cabdirect/abstract/20183275896
"How do pig farmers and salaried workers perceive occupational hazards in pig farms, and how do they cope with them? The case of respiratory diseases."	https://www.cabdirect.org/cabdirect/abstract/20173094606
The distribution of somatic and occupational diseases in colliers of Kuzbass.	https://www.cabdirect.org/globalhealth/abstract/20173030440
Perceptions and attitude of health workers about vulnerability of occupational exposure from blood-borne pathogen.	https://www.cabdirect.org/cabdirect/abstract/20163193997
Post-capping time of egg laying by Tropilaelaps clareae Delfinado & Baker in the worker and drone brood of Apis mellifera Linnaeus.	https://www.cabdirect.org/cabdirect/abstract/20163131653
The relationship between continuing education & job satisfaction for veterinary technicians.	https://www.cabdirect.org/globalhealth/abstract/20203568721
Occupational contact dermatitis in construction workers: from clinical data to detailed study in the workshop in the view of prevention.	https://www.cabdirect.org/globalhealth/abstract/20183202644
Bird watching and its contribution to regional economy-resting cranes in the National Park'Vorpommersche Boddenlandschaft'.	https://www.cabdirect.org/cabdirect/abstract/20163209852
Design and application of monitoring system for crab breeding base based on internet of things.	https://www.cabdirect.org/cabdirect/abstract/20183344388
Growth performance of tomato plant and Genetically Improved Farmed Tilapia in combined aquaponic systems.	https://www.cabdirect.org/cabdirect/abstract/20153261037
An overview of diseases in fish hatcheries and nurseries.	https://www.cabdirect.org/cabdirect/abstract/20183208333
Effect of probiotic on microbiological and haematological responsiveness of cat fish (Heteropnuestes fossilis) challenged with bacteria Aeromonas hydrophila and …	https://www.cabdirect.org/cabdirect/abstract/20163045202
"Effects of fish oil replacement by vegetable oils in fattening diets on the related gene expression of fatty acid metabolism of adult male Chinese mitten crab, Eriocheir …"	https://www.cabdirect.org/cabdirect/abstract/20163274436
"Genetic variation among cat fish (Mystus vittatus) population assessed by randomly amplified polymorphic (RAPD) markers from Assam, India."	https://www.cabdirect.org/cabdirect/abstract/20153219732
The practice of universal precautions among health workers in South East Nigeria: what factors matter?	https://www.cabdirect.org/globalhealth/abstract/20183055657
Effect of sharing economy on tourism industry employment.	https://www.cabdirect.org/cabdirect/abstract/20163128328
"Relationship between motivation, competence, workload, and nurse performance, at Dr. Soediran Mangun Sumarso Hospital, Wonogiri, Indonesia."	https://www.cabdirect.org/cabdirect/abstract/20183189932
Epidemiological aspects of needle stick injuries among nurses in a military hospital.	https://www.cabdirect.org/cabdirect/abstract/20153445808
Examining the prevalence of musculoskeletal disorders in workers working in the fields and related days market of Tehran organization municipality in 2014 with the …	https://www.cabdirect.org/globalhealth/abstract/20153352545
Alterations in the hematological parameters of juvenile Nile tilapia (Oreochromis niloticus) submitted to different salinities.	https://www.cabdirect.org/cabdirect/abstract/20173257636
"Knowledge of hepatitis B virus infection and infection control practices among Faculty of Dentistry workers, in Ayd?n."	https://www.cabdirect.org/globalhealth/abstract/20163310821
Angiosperm Phylogeny Website. Version 13.	https://www.cabdirect.org/cabdirect/abstract/20177200238
"Natural technique of carp fish nursery in technical implementation unit of development of Umbulan, Pasuruan."	https://www.cabdirect.org/cabdirect/abstract/20203005679
Atlas of transboundary animal diseases.	https://www.cabdirect.org/cabdirect/abstract/20163365189
Life strategies of rural inhabitants of unfixed economic function.	https://www.cabdirect.org/cabdirect/abstract/20183082634
GrassBase-the online world grass flora.	https://www.cabdirect.org/cabdirect/abstract/20177200297
Soil and plant analysis.	https://www.cabdirect.org/cabdirect/abstract/20183112047
Cyanobacterial natural products as antimicrobial agents.	https://www.cabdirect.org/cabdirect/abstract/20153046240
Physiology of crop plants.	https://www.cabdirect.org/cabdirect/abstract/20183185315
Dual career development and transitions.	https://www.cabdirect.org/cabdirect/abstract/20153336899
Pesticide training in Nepal: a discipline with room for improvement.	https://www.cabdirect.org/cabdirect/abstract/20163002255
Flora of China.	https://www.cabdirect.org/cabdirect/abstract/20177200158
The new public health.	https://www.cabdirect.org/cabdirect/abstract/20173272776
"Mabberley's plant-book: a portable dictionary of plants, their classification and uses."	https://www.cabdirect.org/cabdirect/abstract/20193206815
Short-term projection of global fish demand and supply gaps.	https://www.cabdirect.org/cabdirect/abstract/20183122970
Effect of supplementation of fiber degrading enzymes on performance of broiler chickens fed diets containing de-oiled rice bran.	https://www.cabdirect.org/cabdirect/abstract/20153242403
Establishing species boundaries and new taxa among fungi: recommendations to resolve taxonomic ambiguities.	https://www.cabdirect.org/cabdirect/abstract/20198657419
Annual variation in phytoplankton community and its relationship with ambient environmental factors in adjacent waters of Zhangzi Island.	https://www.cabdirect.org/cabdirect/abstract/20173046318
Sharing economy and prospects in tourism research.	https://www.cabdirect.org/cabdirect/abstract/20163196886
Living planet report-2018: aiming higher.	https://www.cabdirect.org/cabdirect/abstract/20183346851
A global compendium of weeds.	https://www.cabdirect.org/cabdirect/abstract/20173071957
Mycena dEurop	https://www.cabdirect.org/cabdirect/abstract/20198659029
International ethical guidelines for health-related research involving humans.	https://www.cabdirect.org/cabdirect/abstract/20173377536
The Australian health care system.	https://www.cabdirect.org/cabdirect/abstract/20173279780
Myxosporean emaciation disease.	https://www.cabdirect.org/cabdirect/abstract/20173230675
"Activity-Centered Ergonomics applied to Quality of Life at Work: role, importance, and contribution of the Ergonomic Work Analysis (EWA)."	https://www.cabdirect.org/globalhealth/abstract/20153269119
The importance of copepods as live feed for larval rearing of the green mandarin fish Synchiropus splendidus	https://www.sciencedirect.com/science/article/pii/S0044848617319737
"Comparison of the Growth Potential of Macrobrachium rosenbergii in Mono and Polyculture Conditions in Earthen Culture Ponds of Jammu, India"	https://www.researchgate.net/profile/Yahya_Bakhtiyar2/publication/338853796_Comparison_of_the_Growth_Potential_of_Macrobrachium_rosenbergii_in_Mono_and_Polyculture_Conditions_in_Earthen_Culture_Ponds_of_Jammu_India/links/5e2fbbed92851c9af729e5a1/Comparison-of-the-Growth-Potential-of-Macrobrachium-rosenbergii-in-Mono-and-Polyculture-Conditions-in-Earthen-Culture-Ponds-of-Jammu-India.pdf
"Risk factors for mortality during the first occurrence of Pacific Oyster Mortality Syndrome due to Ostreid herpesvirus–1 in Tasmania, 2016"	https://www.sciencedirect.com/science/article/pii/S0044848616307256
