字段1_文本,字段1_链接,字段2,字段3_文本,字段3_链接,字段4,字段5,字段6,字段7_文本,字段7_链接,字段8,字段9,字段10,字段11,字段12,字段13_文本,字段13_链接,字段14_文本,字段14_链接,字段15_文本,字段15_链接,字段16_文本,字段16_链接,字段17_文本,字段17_链接,字段18,字段19,字段20,字段21_文本,字段21_链接,字段22_文本,字段22_链接,字段23,字段24,时间_文本,时间_链接,字段25_文本,字段25_链接,字段26_文本,字段26_链接,字段27,字段28,字段29,字段30,字段31_文本,字段31_链接,字段32,字段33_文本,字段33_链接
[PDF] wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eva.12433,[PDF],Effective number of breeders from sibship reconstruction: empirical evaluations using hatchery steelhead,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12433,hatchery ,,"MW Ackerman, BK Hand, RK Waples… - Evolutionary …, 2017 - Wiley Online Library",MW Ackerman,https://scholar.google.com/citations?user=Waxb0LgAAAAJ&hl=en&oi=sra,,"… Effective number of breeders from sibship reconstruction: empirical evaluations using
hatchery steelhead. Michael W. Ackerman Corresponding Author. E-mail address:
mackerman@qcinc.org … 2 Materials and Methods. 2.1 Hatchery populations … 
",hatchery,Hatchery,,Cited by 43,"https://scholar.google.com/scholar?cites=1365016290219930029&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:rTEucxWD8RIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=1365016290219930029&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",BK Hand,https://scholar.google.com/citations?user=tpbW7YsAAAAJ&hl=en&oi=sra,Effective number of breeders from sibship reconstruction: empirical evaluations using hatchery steelhead,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12433,hatchery ,,"[PDF] wiley.com
Full View",MW Ackerman,https://scholar.google.com/citations?user=Waxb0LgAAAAJ&hl=en&oi=sra,BK Hand,https://scholar.google.com/citations?user=tpbW7YsAAAAJ&hl=en&oi=sra,"… Effective number of breeders from sibship reconstruction: empirical evaluations using
hatchery steelhead. Michael W. Ackerman Corresponding Author. E-mail address:
mackerman@qcinc.org … 2 Materials and Methods. 2.1 Hatchery populations … 
",hatchery,Cited by 43,"https://scholar.google.com/scholar?cites=1365016290219930029&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:rTEucxWD8RIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=1365016290219930029&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Hatchery,,,RK Waples,https://scholar.google.com/citations?user=JHBKiDgAAAAJ&hl=en&oi=sra,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:rTEucxWD8RIJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021&scillfp=22701292186168154&oi=lle"
,,,"Farmers' perceptions of climate change, impacts on freshwater aquaculture and adaptation strategies in climatic change hotspots: A case of the Indian Sundarban …",https://www.sciencedirect.com/science/article/pii/S2211464516302093,aquaculture ,,"SK Dubey, RK Trivedi, BK Chand, B Mandal… - Environmental …, 2017 - Elsevier",SK Dubey,https://scholar.google.com/citations?user=1RzayXgAAAAJ&hl=en&oi=sra,,"… panchayats in the Sagar block. We used stratified random sampling method and the
sampled households were stratified on the basis of major occupational statuses such
as aquaculture and agriculture. 2.2. Data collection framework … 
",occupational,aquaculture,,Cited by 22,"https://scholar.google.com/scholar?cites=16529669254399467660&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:jCAt45suZeUJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=16529669254399467660&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",B Mandal,https://scholar.google.com/citations?user=JF_9VooAAAAJ&hl=en&oi=sra,"Farmers' perceptions of climate change, impacts on freshwater aquaculture and adaptation strategies in climatic change hotspots: A case of the Indian Sundarban …",https://www.sciencedirect.com/science/article/pii/S2211464516302093,aquaculture ,,"SK Dubey, RK Trivedi, BK Chand, B Mandal… - Environmental …, 2017 - Elsevier",SK Dubey,https://scholar.google.com/citations?user=1RzayXgAAAAJ&hl=en&oi=sra,B Mandal,https://scholar.google.com/citations?user=JF_9VooAAAAJ&hl=en&oi=sra,"… panchayats in the Sagar block. We used stratified random sampling method and the
sampled households were stratified on the basis of major occupational statuses such
as aquaculture and agriculture. 2.2. Data collection framework … 
",occupational,Cited by 22,"https://scholar.google.com/scholar?cites=16529669254399467660&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:jCAt45suZeUJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 4 versions,"https://scholar.google.com/scholar?cluster=16529669254399467660&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
[PDF] researchgate.net,https://www.researchgate.net/profile/Chi_Tran30/publication/320080580_Quality_of_antimicrobial_products_used_in_white_leg_shrimp_Litopenaeus_vannamei_aquaculture_in_Northern_Vietnam/links/59d50f05aca2725954c449e4/Quality-of-antimicrobial-products-used-in-white-leg-shrimp-Litopenaeus-vannamei-aquaculture-in-Northern-Vietnam.pdf,[PDF],Quality of antimicrobial products used in white leg shrimp (Litopenaeus vannamei) aquaculture in Northern Vietnam,https://www.sciencedirect.com/science/article/pii/S0044848617308876,aquaculture ,,"KC Tran, MP Tran, T Van Phan, A Dalsgaard - Aquaculture, 2018 - Elsevier",KC Tran,https://scholar.google.com/citations?user=NwOqyxAAAAAJ&hl=en&oi=sra,Aquaculture,"… development of antimicrobial resistance, and the use of such products is associated with food
safety and occupational health hazards. There is an urgent need to strengthen diagnostic services,
legislation and control of antimicrobial products in shrimp aquaculture and educate … 
",occupational,aquaculture,,Cited by 11,"https://scholar.google.com/scholar?cites=6777333597051780769&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:oX6XqP_sDV4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=6777333597051780769&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",A Dalsgaard,https://scholar.google.com/citations?user=VAj3C0IAAAAJ&hl=en&oi=sra,Quality of antimicrobial products used in white leg shrimp (Litopenaeus vannamei) aquaculture in Northern Vietnam,https://www.sciencedirect.com/science/article/pii/S0044848617308876,aquaculture ,,[PDF] researchgate.net,KC Tran,https://scholar.google.com/citations?user=NwOqyxAAAAAJ&hl=en&oi=sra,A Dalsgaard,https://scholar.google.com/citations?user=VAj3C0IAAAAJ&hl=en&oi=sra,"… development of antimicrobial resistance, and the use of such products is associated with food
safety and occupational health hazards. There is an urgent need to strengthen diagnostic services,
legislation and control of antimicrobial products in shrimp aquaculture and educate … 
",occupational,Cited by 11,"https://scholar.google.com/scholar?cites=6777333597051780769&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:oX6XqP_sDV4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=6777333597051780769&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
[PDF] iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/10/4/045002/pdf,[PDF],Nutrient discharge from China's aquaculture industry and associated environmental impacts,https://iopscience.iop.org/article/10.1088/1748-9326/10/4/045002/meta,aquaculture ,,"Y Zhang, A Bleeker, J Liu - Environmental Research Letters, 2015 - iopscience.iop.org",A Bleeker,https://scholar.google.com/citations?user=BOPHRbcAAAAJ&hl=en&oi=sra,,"… Nutrient discharge from China's aquaculture industry and associated environmental impacts … China's
aquaculture industry accounts for the largest share of the world's fishery production, and provides
a principal source of protein for the nation's booming population … 
",aquaculture,aquaculture,,Cited by 56,"https://scholar.google.com/scholar?cites=9734857055945415224&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ONrUNuooGYcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=9734857055945415224&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",J Liu,https://scholar.google.com/citations?user=XaR9AiUAAAAJ&hl=en&oi=sra,Nutrient discharge from China's aquaculture industry and associated environmental impacts,https://iopscience.iop.org/article/10.1088/1748-9326/10/4/045002/meta,aquaculture ,,"[PDF] iop.org
Full View",A Bleeker,https://scholar.google.com/citations?user=BOPHRbcAAAAJ&hl=en&oi=sra,J Liu,https://scholar.google.com/citations?user=XaR9AiUAAAAJ&hl=en&oi=sra,"… Nutrient discharge from China's aquaculture industry and associated environmental impacts … China's
aquaculture industry accounts for the largest share of the world's fishery production, and provides
a principal source of protein for the nation's booming population … 
",aquaculture,Cited by 56,"https://scholar.google.com/scholar?cites=9734857055945415224&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ONrUNuooGYcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=9734857055945415224&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:ONrUNuooGYcJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021&scillfp=17258822170832134344&oi=lle"
[PDF] mdpi.com,https://www.mdpi.com/2071-1050/8/4/333/pdf,[PDF],The Governance of multi-use platforms at sea for energy production and aquaculture: challenges for policy makers in European seas,https://www.mdpi.com/2071-1050/8/4/333,aquaculture,,"M Stuiver, K Soma, P Koundouri, S Van den Burg… - Sustainability, 2016 - mdpi.com",K Soma,https://scholar.google.com/citations?user=LhF8F9sAAAAJ&hl=en&oi=sra,,"… Article in Journal How to Move China toward a Green-Energy Economy: From a Sector Perspective.
Next Article in Special Issue Earth Observation for Maritime Spatial Planning: Measuring,
Observing and Modeling Marine Environment to Assess Potential Aquaculture Sites … 
",Aquaculture,,,Cited by 43,"https://scholar.google.com/scholar?cites=16627380359670628856&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:-IF5a1dSwOYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 21 versions,"https://scholar.google.com/scholar?cluster=16627380359670628856&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",P Koundouri,https://scholar.google.com/citations?user=BIczbp4AAAAJ&hl=en&oi=sra,The Governance of multi-use platforms at sea for energy production and aquaculture: challenges for policy makers in European seas,https://www.mdpi.com/2071-1050/8/4/333,aquaculture,,[PDF] mdpi.com,K Soma,https://scholar.google.com/citations?user=LhF8F9sAAAAJ&hl=en&oi=sra,P Koundouri,https://scholar.google.com/citations?user=BIczbp4AAAAJ&hl=en&oi=sra,"… Article in Journal How to Move China toward a Green-Energy Economy: From a Sector Perspective.
Next Article in Special Issue Earth Observation for Maritime Spatial Planning: Measuring,
Observing and Modeling Marine Environment to Assess Potential Aquaculture Sites … 
",Aquaculture,Cited by 43,"https://scholar.google.com/scholar?cites=16627380359670628856&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:-IF5a1dSwOYJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 21 versions,"https://scholar.google.com/scholar?cluster=16627380359670628856&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,,,,,
[PDF] aerinjacob.ca,http://www.aerinjacob.ca/uploads/1/0/5/5/10559030/holden_et_al._2019_marine_policy.pdf,[PDF],Synergies on the coast: challenges facing shellfish aquaculture development on the central and north coast of British Columbia,https://www.sciencedirect.com/science/article/pii/S0308597X18302379,aquaculture ,,"JJ Holden, B Collicutt, G Covernton, KD Cox… - Marine Policy, 2019 - Elsevier",G Covernton,https://scholar.google.com/citations?user=1a3urWsAAAAJ&hl=en&oi=sra,,"… If productive shellfish sites are preferentially allocated to wild harvests, on the other hand, shellfish
aquaculture may experience decreased operating … of cold-water off-bottom or subtidal culture
species, such as scallops and geoducks, and seeded or hatchery grown oysters … 
",aquaculture,hatchery,,Cited by 7,"https://scholar.google.com/scholar?cites=16178839504395234641&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Ue2IYc_IhuAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=16178839504395234641&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",KD Cox,https://scholar.google.com/citations?user=HY57IqcAAAAJ&hl=en&oi=sra,Synergies on the coast: challenges facing shellfish aquaculture development on the central and north coast of British Columbia,https://www.sciencedirect.com/science/article/pii/S0308597X18302379,aquaculture ,,[PDF] aerinjacob.ca,G Covernton,https://scholar.google.com/citations?user=1a3urWsAAAAJ&hl=en&oi=sra,KD Cox,https://scholar.google.com/citations?user=HY57IqcAAAAJ&hl=en&oi=sra,"… If productive shellfish sites are preferentially allocated to wild harvests, on the other hand, shellfish
aquaculture may experience decreased operating … of cold-water off-bottom or subtidal culture
species, such as scallops and geoducks, and seeded or hatchery grown oysters … 
",aquaculture,Cited by 7,"https://scholar.google.com/scholar?cites=16178839504395234641&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Ue2IYc_IhuAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 3 versions,"https://scholar.google.com/scholar?cluster=16178839504395234641&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,hatchery,,,,,,,
[PDF] researchgate.net,https://www.researchgate.net/profile/Laura_Onofri/publication/313359435_Aquaculture_in_the_Mediterranean_and_the_Black_Sea_a_Blue_Growth_perspective/links/58973f8eaca2721f0dae1095/Aquaculture-in-the-Mediterranean-and-the-Black-Sea-a-Blue-Growth-perspective.pdf,[PDF],Aquaculture in the Mediterranean and the Black Sea: a Blue Growth perspective,https://www.elgaronline.com/view/edcoll/9781786430717/9781786430717.00013.xml,Aquaculture ,,"F Massa, L Onofri, D Fezzardi - Handbook on the economics and …, 2017 - elgaronline.com",L Onofri,https://scholar.google.com/citations?user=vXCIMNUAAAAJ&hl=en&oi=sra,,"… main elements for estimat- ing the ecological carrying capacity of a fish farm operation in a …
determined by other factors, such as the transport of fingerlings from hatchery to farms … As
aquaculture is considered a multifaceted and multidimensional activity, the range of threats and … 
",fish,farm,hatchery,Cited by 14,"https://scholar.google.com/scholar?cites=8082093474970348563&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Eywc2TFdKXAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=8082093474970348563&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Aquaculture in the Mediterranean and the Black Sea: a Blue Growth perspective,https://www.elgaronline.com/view/edcoll/9781786430717/9781786430717.00013.xml,Aquaculture ,,[PDF] researchgate.net,L Onofri,https://scholar.google.com/citations?user=vXCIMNUAAAAJ&hl=en&oi=sra,,,"… main elements for estimat- ing the ecological carrying capacity of a fish farm operation in a …
determined by other factors, such as the transport of fingerlings from hatchery to farms … As
aquaculture is considered a multifaceted and multidimensional activity, the range of threats and … 
",fish,Cited by 14,"https://scholar.google.com/scholar?cites=8082093474970348563&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:Eywc2TFdKXAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=8082093474970348563&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,farm,hatchery,,,,aquaculture,,
[HTML] nature.com,https://www.nature.com/articles/s41598-019-45657-3,[HTML],… physiological monitoring provides unique insights on the cardiovascular performance and stress responses of freely swimming rainbow trout in aquaculture,https://www.nature.com/articles/s41598-019-45657-3,aquaculture,,"J Brijs, E Sandblom, M Axelsson, K Sundell, H Sundh… - Scientific reports, 2019 - nature.com",J Brijs,https://scholar.google.com/citations?user=UNPGeN4AAAAJ&hl=en&oi=sra,,"… swimming rainbow trout in aquaculture. Download PDF. Article; Open Access; Published: 24
June 2019. Remote physiological monitoring provides unique insights on the cardiovascular
performance and stress responses of freely swimming rainbow trout in aquaculture … 
",aquaculture,aquaculture,,Cited by 12,"https://scholar.google.com/scholar?cites=14913381124482684718&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:LlfORB759s4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=14913381124482684718&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",E Sandblom,https://scholar.google.com/citations?user=YaZR_nUAAAAJ&hl=en&oi=sra,… physiological monitoring provides unique insights on the cardiovascular performance and stress responses of freely swimming rainbow trout in aquaculture,https://www.nature.com/articles/s41598-019-45657-3,aquaculture,,[HTML] nature.com,J Brijs,https://scholar.google.com/citations?user=UNPGeN4AAAAJ&hl=en&oi=sra,E Sandblom,https://scholar.google.com/citations?user=YaZR_nUAAAAJ&hl=en&oi=sra,"… swimming rainbow trout in aquaculture. Download PDF. Article; Open Access; Published: 24
June 2019. Remote physiological monitoring provides unique insights on the cardiovascular
performance and stress responses of freely swimming rainbow trout in aquaculture … 
",aquaculture,Cited by 12,"https://scholar.google.com/scholar?cites=14913381124482684718&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:LlfORB759s4J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=14913381124482684718&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,[HTML],H Sundh,https://scholar.google.com/citations?user=MRkXpDIAAAAJ&hl=en&oi=sra,,,
[PDF] researchgate.net,https://www.researchgate.net/profile/Divya_Pal2/publication/323291606_Seasonal_variation_of_heavy_metals_in_water_sediment_and_highly_consumed_cultured_fish_Labeo_rohita_and_Labeo_bata_and_potential_health_risk_assessment_in_aquaculture_pond_of_the_coal_city_Dhanbad_Ind/links/5ab9b6f645851515f5a0d56f/Seasonal-variation-of-heavy-metals-in-water-sediment-and-highly-consumed-cultured-fish-Labeo-rohita-and-Labeo-bata-and-potential-health-risk-assessment-in-aquaculture-pond-of-the-coal-city-Dhanbad.pdf,[PDF],"… of heavy metals in water, sediment, and highly consumed cultured fish (Labeo rohita and Labeo bata) and potential health risk assessment in aquaculture pond of the …",https://link.springer.com/article/10.1007/s11356-018-1424-5,aquaculture ,,"D Pal, SK Maiti - Environmental Science and Pollution Research, 2018 - Springer",D Pal,https://scholar.google.com/citations?user=Ef1kMo0AAAAJ&hl=en&oi=sra,,"… February 2018. Seasonal variation of heavy metals in water, sediment, and highly
consumed cultured fish (Labeo rohita and Labeo bata) and potential health risk
assessment in aquaculture pond of the coal city, Dhanbad (India) … 
",aquaculture,,,Cited by 33,"https://scholar.google.com/scholar?cites=8281607132824180795&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:O5hTOc8t7nIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=8281607132824180795&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",SK Maiti,https://scholar.google.com/citations?user=RcV0SLgAAAAJ&hl=en&oi=sra,"… of heavy metals in water, sediment, and highly consumed cultured fish (Labeo rohita and Labeo bata) and potential health risk assessment in aquaculture pond of the …",https://link.springer.com/article/10.1007/s11356-018-1424-5,aquaculture ,,[PDF] researchgate.net,D Pal,https://scholar.google.com/citations?user=Ef1kMo0AAAAJ&hl=en&oi=sra,SK Maiti,https://scholar.google.com/citations?user=RcV0SLgAAAAJ&hl=en&oi=sra,"… February 2018. Seasonal variation of heavy metals in water, sediment, and highly
consumed cultured fish (Labeo rohita and Labeo bata) and potential health risk
assessment in aquaculture pond of the coal city, Dhanbad (India) … 
",aquaculture,Cited by 33,"https://scholar.google.com/scholar?cites=8281607132824180795&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:O5hTOc8t7nIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=8281607132824180795&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,,,,,
,,,Validation approach for a fast and simple targeted screening method for 75 antibiotics in meat and aquaculture products using LC-MS/MS,https://www.tandfonline.com/doi/abs/10.1080/19440049.2016.1230278,aquaculture ,,"E Dubreil, S Gautier, MP Fourmond… - Food Additives & …, 2017 - Taylor & Francis",,,,"… According to the ANSES (National Agency for Food, Environment and Occupational Health &
Safety) report on the monitoring of sales of veterinary … of a simple and rapid LC-MS/MS qualitative
screening method for identifying 73 antibiotics in meat and aquaculture products tissue … 
",Occupational,aquaculture,,Cited by 22,"https://scholar.google.com/scholar?cites=7488974967460389723&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:W-NE-w0v7mcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=7488974967460389723&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Validation approach for a fast and simple targeted screening method for 75 antibiotics in meat and aquaculture products using LC-MS/MS,https://www.tandfonline.com/doi/abs/10.1080/19440049.2016.1230278,aquaculture ,,"E Dubreil, S Gautier, MP Fourmond… - Food Additives & …, 2017 - Taylor & Francis",,,,,"… According to the ANSES (National Agency for Food, Environment and Occupational Health &
Safety) report on the monitoring of sales of veterinary … of a simple and rapid LC-MS/MS qualitative
screening method for identifying 73 antibiotics in meat and aquaculture products tissue … 
",Occupational,Cited by 22,"https://scholar.google.com/scholar?cites=7488974967460389723&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:W-NE-w0v7mcJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 6 versions,"https://scholar.google.com/scholar?cluster=7488974967460389723&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
