字段1_文本,字段1_链接,字段2,字段3_文本,字段3_链接,字段4,字段5,字段6,字段7_文本,字段7_链接,字段8,字段9,字段10,字段11,字段12,字段13_文本,字段13_链接,字段14_文本,字段14_链接,字段15_文本,字段15_链接,字段16_文本,字段16_链接,字段17_文本,字段17_链接,字段18,字段19,字段20,字段21_文本,字段21_链接,字段22_文本,字段22_链接,字段23,字段24,时间_文本,时间_链接,字段25_文本,字段25_链接,字段26_文本,字段26_链接,字段27,字段28,字段29,字段30,字段31_文本,字段31_链接,字段32,字段33_文本,字段33_链接
[PDF] jstor.org,https://www.jstor.org/stable/pdf/26270129.pdf,[PDF],"Resilience, political ecology, and well-being: an interdisciplinary approach to understanding social-ecological change in coastal Bangladesh",https://www.jstor.org/stable/26270129,,,"SF Hoque, CH Quinn, SM Sallu - Ecology and Society, 2017 - JSTOR",SF Hoque,https://scholar.google.com/citations?user=CAEFjlwAAAAJ&hl=en&oi=sra,,"… increased international market demand and high prices for shrimp spurred an interest among
farmers in shrimp aquaculture, causing agricultural … increase production and cope with the decline
in natural shrimp fry availability, farmers started to release hatchery-bred postlarvae … 
",aquaculture,hatchery,,Cited by 15,"https://scholar.google.com/scholar?cites=11548603149128890204&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XPfIg2DhRKAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=11548603149128890204&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",CH Quinn,https://scholar.google.com/citations?user=SKxNt3oAAAAJ&hl=en&oi=sra,"Resilience, political ecology, and well-being: an interdisciplinary approach to understanding social-ecological change in coastal Bangladesh",https://www.jstor.org/stable/26270129,,,[PDF] jstor.org,SF Hoque,https://scholar.google.com/citations?user=CAEFjlwAAAAJ&hl=en&oi=sra,CH Quinn,https://scholar.google.com/citations?user=SKxNt3oAAAAJ&hl=en&oi=sra,"… increased international market demand and high prices for shrimp spurred an interest among
farmers in shrimp aquaculture, causing agricultural … increase production and cope with the decline
in natural shrimp fry availability, farmers started to release hatchery-bred postlarvae … 
",aquaculture,Cited by 15,"https://scholar.google.com/scholar?cites=11548603149128890204&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XPfIg2DhRKAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=11548603149128890204&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,hatchery,,,SM Sallu,https://scholar.google.com/citations?user=L7wuUdoAAAAJ&hl=en&oi=sra,,,
[HTML] sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1319562X17301845,[HTML],Effect of gut bacterial isolates from Apis mellifera jemenitica on Paenibacillus larvae infected bee larvae,https://www.sciencedirect.com/science/article/pii/S1319562X17301845,,,"A Al-Ghamdi, KA Khan, MJ Ansari… - Saudi journal of …, 2018 - Elsevier",KA Khan,https://scholar.google.com/citations?user=AqHL3zQAAAAJ&hl=en&oi=sra,,"… The use of beneficial bacteria is very important tool against pathogens, and is commonly
implemented in agriculture, aquaculture, and in human and … The cage was designed to permit
free movement of the worker bees across the cage, which is essential for stimulating queen for … 
",aquaculture,worker,,Cited by 26,"https://scholar.google.com/scholar?cites=7748259432817481&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:SeMeOwCHGwAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 11 versions,"https://scholar.google.com/scholar?cluster=7748259432817481&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",MJ Ansari,https://scholar.google.com/citations?user=KyWBLqkAAAAJ&hl=en&oi=sra,Effect of gut bacterial isolates from Apis mellifera jemenitica on Paenibacillus larvae infected bee larvae,https://www.sciencedirect.com/science/article/pii/S1319562X17301845,,,[HTML] sciencedirect.com,KA Khan,https://scholar.google.com/citations?user=AqHL3zQAAAAJ&hl=en&oi=sra,MJ Ansari,https://scholar.google.com/citations?user=KyWBLqkAAAAJ&hl=en&oi=sra,"… The use of beneficial bacteria is very important tool against pathogens, and is commonly
implemented in agriculture, aquaculture, and in human and … The cage was designed to permit
free movement of the worker bees across the cage, which is essential for stimulating queen for … 
",aquaculture,Cited by 26,"https://scholar.google.com/scholar?cites=7748259432817481&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:SeMeOwCHGwAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 11 versions,"https://scholar.google.com/scholar?cluster=7748259432817481&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,worker,,[HTML],,,,,
[PDF] anstaskforce.gov,https://www.anstaskforce.gov/Documents/Intentional_Introductions_Policy_Review.pdf,[PDF],Report to Congress,https://www.anstaskforce.gov/Documents/Intentional_Introductions_Policy_Review.pdf,,,"ANST Force - Environmental Protection Agency. https://www. epa …, 2015 - anstaskforce.gov",,,,"… has had to address the decline of Pacific salmonid stocks under the ESA and that stocking of
nonindigenous or maladapted hatchery 5 stocks … has developed draft protocols that would prohibit
the use of European strains of Atlantic salmon (Selma safari in aquaculture or stocking … 
",hatchery,aquaculture,,Cited by 7,"https://scholar.google.com/scholar?cites=12497748406096536408&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:WKOWnfXrcK0J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,javascript:void(0),,,Report to Congress,https://www.anstaskforce.gov/Documents/Intentional_Introductions_Policy_Review.pdf,,,[PDF] anstaskforce.gov,,,,,"… has had to address the decline of Pacific salmonid stocks under the ESA and that stocking of
nonindigenous or maladapted hatchery 5 stocks … has developed draft protocols that would prohibit
the use of European strains of Atlantic salmon (Selma safari in aquaculture or stocking … 
",hatchery,Cited by 7,"https://scholar.google.com/scholar?cites=12497748406096536408&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:WKOWnfXrcK0J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,aquaculture,,[PDF],,,,,
[HTML] nature.com,https://www.nature.com/articles/s41598-018-28975-w,[HTML],Anaesthetic effects of eugenol on grass shrimp (Palaemonetes sinensis) of different sizes at different concentrations and temperatures,https://www.nature.com/articles/s41598-018-28975-w,,,"Y Li, Q She, Z Han, N Sun, X Liu, X Li - Scientific reports, 2018 - nature.com",,,,"… Anaesthetics are widely used to reduce physiological stress and mechanical damage in
aquaculture and fisheries during netting, handling, sampling, and transportation 1,2,3 .
Anaesthetics increase the survival rate and are an important welfare tool during such activities … 
",aquaculture,,,Cited by 8,"https://scholar.google.com/scholar?cites=1341148597742779963&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:O754P4u3nBIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=1341148597742779963&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Anaesthetic effects of eugenol on grass shrimp (Palaemonetes sinensis) of different sizes at different concentrations and temperatures,https://www.nature.com/articles/s41598-018-28975-w,,,[HTML] nature.com,,,,,"… Anaesthetics are widely used to reduce physiological stress and mechanical damage in
aquaculture and fisheries during netting, handling, sampling, and transportation 1,2,3 .
Anaesthetics increase the survival rate and are an important welfare tool during such activities … 
",aquaculture,Cited by 8,"https://scholar.google.com/scholar?cites=1341148597742779963&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:O754P4u3nBIJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=1341148597742779963&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],,,,,
,,,Sharing economy and prospects in tourism research.,https://www.cabdirect.org/cabdirect/abstract/20163196886,,,"Y Heo - Annals of tourism Research, 2016 - cabdirect.org",Y Heo,https://scholar.google.com/citations?user=3lZ7Hy0AAAAJ&hl=en&oi=sra,,"This research note discusses the current trends of the sharing economy, its impacts
on the tourism industry and the research prospects of this topic.
",,,,Cited by 281,"https://scholar.google.com/scholar?cites=11805714304836844900&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ZD2MY5xS1qMJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 7 versions,"https://scholar.google.com/scholar?cluster=11805714304836844900&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Sharing economy and prospects in tourism research.,https://www.cabdirect.org/cabdirect/abstract/20163196886,,,"Y Heo - Annals of tourism Research, 2016 - cabdirect.org",Y Heo,https://scholar.google.com/citations?user=3lZ7Hy0AAAAJ&hl=en&oi=sra,,,"This research note discusses the current trends of the sharing economy, its impacts
on the tourism industry and the research prospects of this topic.
",,Cited by 281,"https://scholar.google.com/scholar?cites=11805714304836844900&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:ZD2MY5xS1qMJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 7 versions,"https://scholar.google.com/scholar?cluster=11805714304836844900&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,,,,,,
[HTML] sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0309170816307850,[HTML],"Disease burden due to gastrointestinal infections among people living along the major wastewater system in Hanoi, Vietnam",https://www.sciencedirect.com/science/article/pii/S0309170816307850,,,"S Fuhrimann, M Nauta, P Pham-Duc, NT Tram… - Advances in Water …, 2017 - Elsevier",M Nauta,https://scholar.google.com/citations?user=nebxINEAAAAJ&hl=en&oi=sra,,"… Hiep) where wastewater from To Lich River is used for agriculture and aquaculture; and (iii) the
peri-urban commune Duyen Ha where Red River water (considered as clean) is used in
agriculture and aquaculture (Fuhrimann et … On average, a worker is on duty 322 days per year … 
",aquaculture,aquaculture,worker,Cited by 20,"https://scholar.google.com/scholar?cites=14086746630938089047&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:V9b-EW0tfsMJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=14086746630938089047&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Disease burden due to gastrointestinal infections among people living along the major wastewater system in Hanoi, Vietnam",https://www.sciencedirect.com/science/article/pii/S0309170816307850,,,[HTML] sciencedirect.com,M Nauta,https://scholar.google.com/citations?user=nebxINEAAAAJ&hl=en&oi=sra,,,"… Hiep) where wastewater from To Lich River is used for agriculture and aquaculture; and (iii) the
peri-urban commune Duyen Ha where Red River water (considered as clean) is used in
agriculture and aquaculture (Fuhrimann et … On average, a worker is on duty 322 days per year … 
",aquaculture,Cited by 20,"https://scholar.google.com/scholar?cites=14086746630938089047&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:V9b-EW0tfsMJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 12 versions,"https://scholar.google.com/scholar?cluster=14086746630938089047&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,worker,[HTML],,,,,
,,,"Demonstration of survival, growth, and reproduction of Gulf killifish in freshwater ponds",https://afspubs.onlinelibrary.wiley.com/doi/abs/10.1002/naaq.10006,,,"WS Burger, SW Ramee… - … of Aquaculture, 2018 - Wiley Online Library",,,Aquaculture,"… 1982; Anderson et al. 2012; Green 2013), commercial aquaculture is very limited
for this species. A potentially viable alternative may involve integration of saline
hatchery and nursery culture with inland freshwater grow out … 
",aquaculture,hatchery,,Cited by 6,"https://scholar.google.com/scholar?cites=16720893906293199400&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:KJKZq2qMDOgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=16720893906293199400&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,"Demonstration of survival, growth, and reproduction of Gulf killifish in freshwater ponds",https://afspubs.onlinelibrary.wiley.com/doi/abs/10.1002/naaq.10006,,,"WS Burger, SW Ramee… - … of Aquaculture, 2018 - Wiley Online Library",,,,,"… 1982; Anderson et al. 2012; Green 2013), commercial aquaculture is very limited
for this species. A potentially viable alternative may involve integration of saline
hatchery and nursery culture with inland freshwater grow out … 
",aquaculture,Cited by 6,"https://scholar.google.com/scholar?cites=16720893906293199400&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:KJKZq2qMDOgJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=16720893906293199400&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,hatchery,,,,,,,
[HTML] nature.com,https://www.nature.com/articles/s41598-019-42383-8,[HTML],"Satellitome landscape analysis of Megaleporinus macrocephalus (Teleostei, Anostomidae) reveals intense accumulation of satellite sequences on the …",https://www.nature.com/articles/s41598-019-42383-8,,,"R Utsunomia, DMZ de Andrade Silva, FJ Ruiz-Ruano… - Scientific reports, 2019 - nature.com",R Utsunomia,https://scholar.google.com/citations?user=zKMIJ-kAAAAJ&hl=en&oi=sra,,"… Finally, we report two simple, quick and reliable methods that can be used for sex identification
in M. macrocephalus individuals using fin clips or scales, which could be applicable to future
studies conducted in the field of aquaculture. Download PDF. Introduction … 
",aquaculture,,,Cited by 15,"https://scholar.google.com/scholar?cites=11383769788425786440&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:SFTxC09G-50J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=11383769788425786440&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",DMZ de Andrade Silva,https://scholar.google.com/citations?user=rnxW-3gAAAAJ&hl=en&oi=sra,"Satellitome landscape analysis of Megaleporinus macrocephalus (Teleostei, Anostomidae) reveals intense accumulation of satellite sequences on the …",https://www.nature.com/articles/s41598-019-42383-8,,,[HTML] nature.com,R Utsunomia,https://scholar.google.com/citations?user=zKMIJ-kAAAAJ&hl=en&oi=sra,DMZ de Andrade Silva,https://scholar.google.com/citations?user=rnxW-3gAAAAJ&hl=en&oi=sra,"… Finally, we report two simple, quick and reliable methods that can be used for sex identification
in M. macrocephalus individuals using fin clips or scales, which could be applicable to future
studies conducted in the field of aquaculture. Download PDF. Introduction … 
",aquaculture,Cited by 15,"https://scholar.google.com/scholar?cites=11383769788425786440&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:SFTxC09G-50J:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 10 versions,"https://scholar.google.com/scholar?cluster=11383769788425786440&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[HTML],FJ Ruiz-Ruano,https://scholar.google.com/citations?user=p9O0HK8AAAAJ&hl=en&oi=sra,,,
[PDF] viet-studies.net,http://viet-studies.net/kinhte/LandfragmentationVN_LUP2019.pdf,[PDF],Land fragmentation and household income: First evidence from rural Vietnam,https://www.sciencedirect.com/science/article/pii/S0264837719304569,,,"TQ Tran, H Van Vu - Land use policy, 2019 - Elsevier",TQ Tran,https://scholar.google.com/citations?user=WD0Wu80AAAAJ&hl=en&oi=sra,,"… High-skilled non-manual job (1=yes; 0=other), 0.03, 0.16, 0.03, 1. Annual cropland: m 2, 4937,
8020, 0, 140000. Perennial cropland: m 2, 860, 4230, 0, 100000. Forestland: m 2, 2260, 12324,
0, 400000. Water area for aquaculture: m 2, 279, 4200, 0, 200000 … 
",job,aquaculture,,Cited by 15,"https://scholar.google.com/scholar?cites=8101153682414713777&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:sTstN1oUbXAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=8101153682414713777&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Land fragmentation and household income: First evidence from rural Vietnam,https://www.sciencedirect.com/science/article/pii/S0264837719304569,,,[PDF] viet-studies.net,TQ Tran,https://scholar.google.com/citations?user=WD0Wu80AAAAJ&hl=en&oi=sra,,,"… High-skilled non-manual job (1=yes; 0=other), 0.03, 0.16, 0.03, 1. Annual cropland: m 2, 4937,
8020, 0, 140000. Perennial cropland: m 2, 860, 4230, 0, 100000. Forestland: m 2, 2260, 12324,
0, 400000. Water area for aquaculture: m 2, 279, 4200, 0, 200000 … 
",job,Cited by 15,"https://scholar.google.com/scholar?cites=8101153682414713777&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:sTstN1oUbXAJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=8101153682414713777&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,aquaculture,,,,,,,
,,,The blue economy in small states,https://www.oecd-ilibrary.org/content/paper/5jlsgk98l8q8-en,,,"J Roberts, A Ali - 2016 - oecd-ilibrary.org",,,,"… With recent advances in technology, potential blue economy growth areas for small states
have increased and now include aquaculture, ocean-based renewable energy and marine
biotechnology … 2.2 Emerging blue economy sectors 2.2.1 Aquaculture … 
",aquaculture,Aquaculture,,Cited by 15,"https://scholar.google.com/scholar?cites=16223544045557151324&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XHZWeVqbJeEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=16223544045557151324&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,The blue economy in small states,https://www.oecd-ilibrary.org/content/paper/5jlsgk98l8q8-en,,,"J Roberts, A Ali - 2016 - oecd-ilibrary.org",,,,,"… With recent advances in technology, potential blue economy growth areas for small states
have increased and now include aquaculture, ocean-based renewable energy and marine
biotechnology … 2.2 Emerging blue economy sectors 2.2.1 Aquaculture … 
",aquaculture,Cited by 15,"https://scholar.google.com/scholar?cites=16223544045557151324&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:XHZWeVqbJeEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 2 versions,"https://scholar.google.com/scholar?cluster=16223544045557151324&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Aquaculture,,,,,,,
[PDF] jst.go.jp,https://www.jstage.jst.go.jp/article/joh/advpub/0/advpub_16-0274-CS/_pdf,[PDF],Mercury poisoning in a fisherman working on a pelagic fishing vessel due to excessive tuna consumption,https://www.jstage.jst.go.jp/article/joh/advpub/0/advpub_16-0274-CS/_article/-char/ja/,,,"JS Ahn, KW Kang, WY Kang, HM Lim, S Cho… - … of occupational health, 2017 - jstage.jst.go.jp",,,occupational ,"… Typically, he worked 11 for a year once on board and took a 3–6-month break after arriving on
land. On his last job 12 … 21 22 Journal of Occupational Health J-STAGE Advance Publication
(November 1, 2017) Page 9. 9 … The State of World Fisheries 14 and Aquaculture. [Online] … 
",job,Occupational,Aquaculture,Cited by 7,"https://scholar.google.com/scholar?cites=358715692728475510&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:dl9woAVq-gQJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=358715692728475510&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,Mercury poisoning in a fisherman working on a pelagic fishing vessel due to excessive tuna consumption,https://www.jstage.jst.go.jp/article/joh/advpub/0/advpub_16-0274-CS/_article/-char/ja/,,,[PDF] jst.go.jp,,,,,"… Typically, he worked 11 for a year once on board and took a 3–6-month break after arriving on
land. On his last job 12 … 21 22 Journal of Occupational Health J-STAGE Advance Publication
(November 1, 2017) Page 9. 9 … The State of World Fisheries 14 and Aquaculture. [Online] … 
",job,Cited by 7,"https://scholar.google.com/scholar?cites=358715692728475510&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:dl9woAVq-gQJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 9 versions,"https://scholar.google.com/scholar?cluster=358715692728475510&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,Occupational,Aquaculture,,,,,,
,,,The blue economy handbook of the Indian ocean region,https://books.google.com/books?hl=en&lr=&id=kA9tDwAAQBAJ&oi=fnd&pg=PP1&dq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&ots=5gwcBSe4hc&sig=DLglVIfdJElbNNX_XgzrDTPINdY,,,"VN Attri, N Bohler-Mulleris - 2018 - books.google.com",,,,"… B. Sadally SECTION III: The Socio-Economic Benefits of the Blue Economy cHAPtEr 10 South
Africa's Ocean Economy and Operation Phakisa 231 Lessons Learned Ken Findlay and Narnia
Bohler-Muller cHAPtEr 11 Fisheries and Aquaculture Employment Generation in the … 
",Aquaculture,,,Cited by 9,"https://scholar.google.com/scholar?cites=3554165766964701837&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:jerILO_uUjEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=3554165766964701837&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,The blue economy handbook of the Indian ocean region,https://books.google.com/books?hl=en&lr=&id=kA9tDwAAQBAJ&oi=fnd&pg=PP1&dq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&ots=5gwcBSe4hc&sig=DLglVIfdJElbNNX_XgzrDTPINdY,,,"VN Attri, N Bohler-Mulleris - 2018 - books.google.com",,,,,"… B. Sadally SECTION III: The Socio-Economic Benefits of the Blue Economy cHAPtEr 10 South
Africa's Ocean Economy and Operation Phakisa 231 Lessons Learned Ken Findlay and Narnia
Bohler-Muller cHAPtEr 11 Fisheries and Aquaculture Employment Generation in the … 
",Aquaculture,Cited by 9,"https://scholar.google.com/scholar?cites=3554165766964701837&as_sdt=2005&sciodt=0,5&hl=en",Related articles,"https://scholar.google.com/scholar?q=related:jerILO_uUjEJ:scholar.google.com/&scioq=%E2%80%9Caquaculture%E2%80%9D+OR+%E2%80%9CHatchery%E2%80%9D+OR+%E2%80%9Cfish+farm%E2%80%9D+occupational+OR+worker+OR+job&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",All 5 versions,"https://scholar.google.com/scholar?cluster=3554165766964701837&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2021",,,,[BOOK],,,,,
